이름,ID/IP,타입,글,조회수,추천,리플,댓글,평균 조회수,조회수 편차율,평균 추천 수,추천 편차율,평균 리플 수,리플 편차율,가중값
Jexcquee,along4217,,1,81,0,4,1,81.0,8.83,0.0,-100.0,4.0,183.27,0.74
ㅇㅇ,sticky4639,,1,45,0,0,0,45.0,-39.54,0.0,-100.0,0.0,-100.0,0.56
안양이태경,likely6181,,1,66,1,5,1,66.0,-11.32,1.0,-10.59,5.0,254.09,0.74
ㅇㅇ,ilbebug0523,,1,41,3,1,0,41.0,-44.91,3.0,168.23,1.0,-29.18,0.56
ㅇㅇ,refer6115,,1,74,1,1,0,74.0,-0.57,1.0,-10.59,1.0,-29.18,0.56
ㅇㅇ,cord6063,,1,55,1,2,0,55.0,-26.1,1.0,-10.59,2.0,41.63,0.56
ㅇㅇ,daughter2484,,1,78,0,2,0,78.0,4.8,0.0,-100.0,2.0,41.63,0.56
ㅇㅇ,storage8627,,1,66,0,0,0,66.0,-11.32,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,extent1623,,1,44,0,0,0,44.0,-40.88,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,zycixfqaw1km,,1,35,2,0,0,35.0,-52.97,2.0,78.82,0.0,-100.0,0.56
ㅇㅇ,bite6979,,1,37,0,0,0,37.0,-50.29,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,attempt1709,,1,86,0,3,0,86.0,15.55,0.0,-100.0,3.0,112.45,0.56
ㅇㅇ,slim5524,,1,51,0,4,1,51.0,-31.48,0.0,-100.0,4.0,183.27,0.74
ㅇㅇ,took8725,,1,93,1,5,1,93.0,24.95,1.0,-10.59,5.0,254.09,0.74
ㅇㅇ,class0798,,1,63,0,0,0,63.0,-15.35,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,five2627,,1,30,0,0,5,30.0,-59.69,0.0,-100.0,0.0,-100.0,1.46
ㅇㅇ,ruler0191,,1,34,0,0,0,34.0,-54.32,0.0,-100.0,0.0,-100.0,0.56
둥실라이드,wood0186,,1,31,0,0,0,31.0,-58.35,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,respond6285,,1,31,0,0,0,31.0,-58.35,0.0,-100.0,0.0,-100.0,0.56
아스트로피,loud7734,,1,79,0,2,1,79.0,6.14,0.0,-100.0,2.0,41.63,0.74
칠붕,wash2626,,1,40,0,0,0,40.0,-46.26,0.0,-100.0,0.0,-100.0,0.56
Ausus2,chess237,,1,51,0,1,0,51.0,-31.48,0.0,-100.0,1.0,-29.18,0.56
음주운전예비살인마이재명,tide7764,,1,71,3,1,0,71.0,-4.61,3.0,168.23,1.0,-29.18,0.56
ㅇㅇ,pinch9056,,1,57,0,1,0,57.0,-23.42,0.0,-100.0,1.0,-29.18,0.56
아그놈,f25kdh43g2wi,,1,52,0,11,9,52.0,-30.13,0.0,-100.0,11.0,678.99,2.18
감자깎기,oversea5225,,1,44,0,1,0,44.0,-40.88,0.0,-100.0,1.0,-29.18,0.56
폼시,clue4499,,1,30,0,0,0,30.0,-59.69,0.0,-100.0,0.0,-100.0,0.56
HyperBlossom,blossom8870,,1,49,3,0,1,49.0,-34.16,3.0,168.23,0.0,-100.0,0.74
ㅇㅇ,graduate1278,,1,98,1,5,1,98.0,31.67,1.0,-10.59,5.0,254.09,0.74
ㅇㅇ,industry1744,,1,44,1,0,0,44.0,-40.88,1.0,-10.59,0.0,-100.0,0.56
ㅇㅇ,remind8659,,1,54,3,0,0,54.0,-27.45,3.0,168.23,0.0,-100.0,0.56
ㅇㅇ,restrain8618,,1,62,6,1,0,62.0,-16.7,6.0,436.47,1.0,-29.18,0.56
호우연,loyal3358,,1,78,1,0,0,78.0,4.8,1.0,-10.59,0.0,-100.0,0.56
ㅇㅇ,silent8918,,1,47,2,0,18,47.0,-36.85,2.0,78.82,0.0,-100.0,3.8
Deadlock,wise8383,,1,91,0,4,0,91.0,22.27,0.0,-100.0,4.0,183.27,0.56
눈썩는,daily6530,,1,52,0,1,0,52.0,-30.13,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,consist1844,,1,51,8,0,0,51.0,-31.48,8.0,615.29,0.0,-100.0,0.56
ㅇㅇ,purple7562,,1,48,0,7,4,48.0,-35.51,0.0,-100.0,7.0,395.72,1.28
ㅇㅇ,proverb9168,,1,42,0,4,0,42.0,-43.57,0.0,-100.0,4.0,183.27,0.56
ㅇㅇ,cashier1516,,1,150,0,4,2,150.0,101.54,0.0,-100.0,4.0,183.27,0.92
시끄럽게,october4927,,1,39,0,0,0,39.0,-47.6,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,holy7880,,1,80,10,4,0,80.0,7.49,10.0,794.11,4.0,183.27,0.56
양급,pave7305,,1,33,0,0,0,33.0,-55.66,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,lion0153,,1,63,0,2,0,63.0,-15.35,0.0,-100.0,2.0,41.63,0.56
열심히해보자,dish7138,,1,67,0,2,0,67.0,-9.98,0.0,-100.0,2.0,41.63,0.56
ㅇㅇ,share1916,,1,44,0,0,0,44.0,-40.88,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,diving4838,,1,30,0,0,0,30.0,-59.69,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,destroy5031,,1,64,0,0,0,64.0,-14.01,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,sidewalk9065,,1,48,0,1,0,48.0,-35.51,0.0,-100.0,1.0,-29.18,0.56
김푸름사상최대귀여움,volume5290,,1,40,0,2,1,40.0,-46.26,0.0,-100.0,2.0,41.63,0.74
ㅂㅅ,frost5255,,1,66,0,0,0,66.0,-11.32,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,mars1692,,1,61,0,4,2,61.0,-18.04,0.0,-100.0,4.0,183.27,0.92
ㅇㅇ,actually7554,,1,37,0,1,1,37.0,-50.29,0.0,-100.0,1.0,-29.18,0.74
채유진,deprive1134,,1,52,0,4,1,52.0,-30.13,0.0,-100.0,4.0,183.27,0.74
네네뿅,pop165,,1,77,0,3,0,77.0,3.46,0.0,-100.0,3.0,112.45,0.56
ㅇㅇ,notion0767,,1,90,11,4,0,90.0,20.92,11.0,883.52,4.0,183.27,0.56
ㅇㅇ,pope2248,,1,37,0,0,7,37.0,-50.29,0.0,-100.0,0.0,-100.0,1.82
ㅇㅇ,throne5966,,1,57,0,1,0,57.0,-23.42,0.0,-100.0,1.0,-29.18,0.56
국꼭간의똥,seek1281,,1,45,1,1,0,45.0,-39.54,1.0,-10.59,1.0,-29.18,0.56
ㅂㅅ,arabic0978,,1,65,2,2,1,65.0,-12.67,2.0,78.82,2.0,41.63,0.74
ㅇㅇ,march2521,,1,32,0,0,0,32.0,-57.01,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,heart4242,,1,75,3,2,1,75.0,0.77,3.0,168.23,2.0,41.63,0.74
[Midnight],midnight0742,,1,37,0,0,0,37.0,-50.29,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,theory9866,,1,47,2,0,0,47.0,-36.85,2.0,78.82,0.0,-100.0,0.56
RaMi,eager5609,,1,36,0,0,1,36.0,-51.63,0.0,-100.0,0.0,-100.0,0.74
설지구,weekend5525,,1,57,0,3,0,57.0,-23.42,0.0,-100.0,3.0,112.45,0.56
ㅇㅇ,deaf7962,,1,43,1,0,0,43.0,-42.23,1.0,-10.59,0.0,-100.0,0.56
마름모,elastico,,1,114,0,2,2,114.0,53.17,0.0,-100.0,2.0,41.63,0.92
ㅇㅇ,hare2677,,1,34,0,0,0,34.0,-54.32,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,peach6458,,1,37,0,0,0,37.0,-50.29,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,sofa2961,,1,51,0,0,0,51.0,-31.48,0.0,-100.0,0.0,-100.0,0.56
크앙잉,tkatnzdl0826,,1,53,0,6,3,53.0,-28.79,0.0,-100.0,6.0,324.9,1.1
건실왕,caley0625,,1,41,0,1,5,41.0,-44.91,0.0,-100.0,1.0,-29.18,1.46
ㅇㅇ,dental0600,,1,30,0,0,0,30.0,-59.69,0.0,-100.0,0.0,-100.0,0.56
칠게좀나가라고,straw5165,,1,40,0,0,0,40.0,-46.26,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,memorize7427,,1,43,2,0,0,43.0,-42.23,2.0,78.82,0.0,-100.0,0.56
나의우상축신두,movie0573,,1,51,0,2,0,51.0,-31.48,0.0,-100.0,2.0,41.63,0.56
CHOWOL,symphony5163,,1,44,2,0,0,44.0,-40.88,2.0,78.82,0.0,-100.0,0.56
ㅇㅇ,critic2151,,1,48,2,0,0,48.0,-35.51,2.0,78.82,0.0,-100.0,0.56
ㅇㅇ,enhance8021,,1,41,0,0,0,41.0,-44.91,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,crack0900,,1,65,0,4,0,65.0,-12.67,0.0,-100.0,4.0,183.27,0.56
청소기의속마음,cord9521,,1,134,15,4,0,134.0,80.04,15.0,1241.17,4.0,183.27,0.56
메가스터디김성은,megakse729,,1,2088,96,78,44,2088.0,2705.41,96.0,8483.48,78.0,5423.73,8.48
ㅇㅇ,junk9574,,1,85,0,0,2,85.0,14.2,0.0,-100.0,0.0,-100.0,0.92
ㅇㅇ,voter0937,,1,74,0,3,0,74.0,-0.57,0.0,-100.0,3.0,112.45,0.56
ㅇㅇ,flock5247,,1,33,1,1,0,33.0,-55.66,1.0,-10.59,1.0,-29.18,0.56
ㅇㅇ,city9461,,1,34,0,0,0,34.0,-54.32,0.0,-100.0,0.0,-100.0,0.56
븅신보면점찍음,single4019,,1,35,0,0,0,35.0,-52.97,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,prose9139,,1,53,3,0,0,53.0,-28.79,3.0,168.23,0.0,-100.0,0.56
투표용계정,winner3689,,1,34,1,0,0,34.0,-54.32,1.0,-10.59,0.0,-100.0,0.56
ㅇㅇ,more9489,,1,51,2,1,0,51.0,-31.48,2.0,78.82,1.0,-29.18,0.56
ㅇㅇ,ghost6350,,1,36,0,0,9,36.0,-51.63,0.0,-100.0,0.0,-100.0,2.18
ㅇㅇ,unhappy4307,,1,35,0,1,0,35.0,-52.97,0.0,-100.0,1.0,-29.18,0.56
국민대꼭간다,wedding1543,,1,64,0,2,0,64.0,-14.01,0.0,-100.0,2.0,41.63,0.56
코넨네,observe9999,,1,27,0,0,0,27.0,-63.72,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,here6225,,1,47,0,0,0,47.0,-36.85,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,all09,,1,56,1,0,0,56.0,-24.76,1.0,-10.59,0.0,-100.0,0.56
섺스,liebe0514,,1,63,0,0,1,63.0,-15.35,0.0,-100.0,0.0,-100.0,0.74
휘문고,walking7372,,1,55,0,4,6,55.0,-26.1,0.0,-100.0,4.0,183.27,1.64
보랑이호지털,runny4642,,1,32,0,0,2,32.0,-57.01,0.0,-100.0,0.0,-100.0,0.92
ㅇㅇ,reject4097,,1,72,0,2,1,72.0,-3.26,0.0,-100.0,2.0,41.63,0.74
ㅇㅇ,lazy9729,,1,313,0,5,1,313.0,320.54,0.0,-100.0,5.0,254.09,0.74
volk,silly0964,,1,40,0,0,0,40.0,-46.26,0.0,-100.0,0.0,-100.0,0.56
Zorin,film7670,,1,47,0,3,0,47.0,-36.85,0.0,-100.0,3.0,112.45,0.56
ㅇㅇ,magic0113,,1,67,1,0,0,67.0,-9.98,1.0,-10.59,0.0,-100.0,0.56
ㅇㅇ,contrast0506,,1,25,0,5,0,25.0,-66.41,0.0,-100.0,5.0,254.09,0.56
ㅇㅇ,extent4861,,1,26,0,0,0,26.0,-65.07,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,goal6673,,1,50,1,1,0,50.0,-32.82,1.0,-10.59,1.0,-29.18,0.56
ㅇㅇ,dbszkzk,,1,48,0,1,0,48.0,-35.51,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,nervous7301,,1,66,0,2,0,66.0,-11.32,0.0,-100.0,2.0,41.63,0.56
ㅇㅇ,remember2345,,1,39,2,1,4,39.0,-47.6,2.0,78.82,1.0,-29.18,1.28
ㅇㅇ,ugly7343,,1,1619,35,17,6,1619.0,2075.27,35.0,3029.39,17.0,1103.89,1.64
ㅇㅇ,103.155,,1,59,2,0,0,59.0,-20.73,2.0,78.82,0.0,-100.0,0.56
ㅇㅇ,thailand0073,,1,32,0,0,0,32.0,-57.01,0.0,-100.0,0.0,-100.0,0.56
국가지휘자키타앙,goose8837,,1,131,0,6,2,131.0,76.01,0.0,-100.0,6.0,324.9,0.92
ㅇㅇ(49.167),mwlee2005,,1,62,0,2,1,62.0,-16.7,0.0,-100.0,2.0,41.63,0.74
킬바사,block3108,,1,38,0,0,0,38.0,-48.94,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,faith4769,,1,65,1,0,0,65.0,-12.67,1.0,-10.59,0.0,-100.0,0.56
음움,unfair0518,,1,40,0,0,0,40.0,-46.26,0.0,-100.0,0.0,-100.0,0.56
쥐포,gfour0303,,1,38,0,0,2,38.0,-48.94,0.0,-100.0,0.0,-100.0,0.92
김덕순,unify0118,,1,51,0,2,1,51.0,-31.48,0.0,-100.0,2.0,41.63,0.74
ㅇㅇ,weekday7991,,1,108,0,3,1,108.0,45.11,0.0,-100.0,3.0,112.45,0.74
ㅇㅇ,wheel3034,,1,26,0,0,0,26.0,-65.07,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,mogallid,,1,61,0,0,1,61.0,-18.04,0.0,-100.0,0.0,-100.0,0.74
ㅇㅇ,thinking4466,,1,49,0,1,1,49.0,-34.16,0.0,-100.0,1.0,-29.18,0.74
ㅱㅱ,disabled4719,,1,43,1,1,0,43.0,-42.23,1.0,-10.59,1.0,-29.18,0.56
ㅇㅇ,119.59,,1,41,0,3,1,41.0,-44.91,0.0,-100.0,3.0,112.45,0.74
ㅇㅇ,sensor2590,,1,33,1,0,11,33.0,-55.66,1.0,-10.59,0.0,-100.0,2.54
ㅇㅇ,motive1729,,1,31,1,0,0,31.0,-58.35,1.0,-10.59,0.0,-100.0,0.56
ㅇㅇ,newborn3994,,1,58,0,0,5,58.0,-22.07,0.0,-100.0,0.0,-100.0,1.46
C벌교황,exciting4764,,1,29,0,0,0,29.0,-61.04,0.0,-100.0,0.0,-100.0,0.56
하나사토며느리,ancestor7799,,1,40,1,0,19,40.0,-46.26,1.0,-10.59,0.0,-100.0,3.98
추석,yunhu1332,,1,73,0,6,1,73.0,-1.92,0.0,-100.0,6.0,324.9,0.74
최성,unusual3004,,1,201,0,2,27,201.0,170.06,0.0,-100.0,2.0,41.63,5.42
SingIeBungle,macaron00,,1,41,0,0,0,41.0,-44.91,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,canadian5768,,1,36,0,0,1,36.0,-51.63,0.0,-100.0,0.0,-100.0,0.74
냥츄,exotic7913,,1,37,0,0,0,37.0,-50.29,0.0,-100.0,0.0,-100.0,0.56
잇테.,talking8298,,1,22,0,0,0,22.0,-70.44,0.0,-100.0,0.0,-100.0,0.56
흥신소586,wldlrkdsudwm,,1,35,0,0,3,35.0,-52.97,0.0,-100.0,0.0,-100.0,1.1
ㅇㅇ,center2761,,1,56,0,1,0,56.0,-24.76,0.0,-100.0,1.0,-29.18,0.56
루꼬,ryuko99,,1,27,0,0,0,27.0,-63.72,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,question5870,,1,46,1,0,0,46.0,-38.2,1.0,-10.59,0.0,-100.0,0.56
수시로간다,minimum8461,,1,57,1,4,1,57.0,-23.42,1.0,-10.59,4.0,183.27,0.74
칼리파,cold6398,,1,60,1,1,1,60.0,-19.38,1.0,-10.59,1.0,-29.18,0.74
ㅇㅇ,211.233,,1,43,0,0,0,43.0,-42.23,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,downward1657,,1,79,0,1,0,79.0,6.14,0.0,-100.0,1.0,-29.18,0.56
하우루,rent8873,,1,85,0,2,1,85.0,14.2,0.0,-100.0,2.0,41.63,0.74
여기어디임,ab3040,,1,52,1,1,2,52.0,-30.13,1.0,-10.59,1.0,-29.18,0.92
ㅇㅇ,sov1226,,1,38,0,0,0,38.0,-48.94,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,mlb299,,1,132,0,3,0,132.0,77.35,0.0,-100.0,3.0,112.45,0.56
ㅇㅇ,hayakito,,1,202,0,1,0,202.0,171.4,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,prison6401,,1,52,0,0,0,52.0,-30.13,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,spectrum4364,,1,51,0,0,0,51.0,-31.48,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,sleeping6065,,1,61,0,0,2,61.0,-18.04,0.0,-100.0,0.0,-100.0,0.92
ㅇㅇ,mention4040,,1,67,1,0,1,67.0,-9.98,1.0,-10.59,0.0,-100.0,0.74
두엉이,soxlsoxs,,1,88,0,0,0,88.0,18.24,0.0,-100.0,0.0,-100.0,0.56
오늘도충실히,manager8203,,1,74,0,1,0,74.0,-0.57,0.0,-100.0,1.0,-29.18,0.56
frenda,frenda515,,1,75,0,0,0,75.0,0.77,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,science5205,,1,82,0,0,0,82.0,10.17,0.0,-100.0,0.0,-100.0,0.56
4TB,jsy1228naver,,1,43,2,0,4,43.0,-42.23,2.0,78.82,0.0,-100.0,1.28
중v,comedy0520,,1,67,10,1,0,67.0,-9.98,10.0,794.11,1.0,-29.18,0.56
11월17일,php7475,,1,85,5,1,0,85.0,14.2,5.0,347.06,1.0,-29.18,0.56
vrpip11,shared5833,,1,73,2,3,0,73.0,-1.92,2.0,78.82,3.0,112.45,0.56
ㅇㅇ,kindly7503,,1,48,0,0,0,48.0,-35.51,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,minami545,,1,36,0,0,0,36.0,-51.63,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,thief0290,,1,39,0,0,0,39.0,-47.6,0.0,-100.0,0.0,-100.0,0.56
공준,rear0358,,1,54,0,2,1,54.0,-27.45,0.0,-100.0,2.0,41.63,0.74
ㅅㅂㅉ,clip6763,,1,99,0,0,1,99.0,33.02,0.0,-100.0,0.0,-100.0,0.74
ㅇㅇ,flood7938,,1,54,4,2,0,54.0,-27.45,4.0,257.65,2.0,41.63,0.56
ㅇㅇ,vocation2484,,1,75,6,1,0,75.0,0.77,6.0,436.47,1.0,-29.18,0.56
ㅇㅇ,fierce6419,,1,35,0,1,0,35.0,-52.97,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,yyy1701,,1,140,0,2,0,140.0,88.1,0.0,-100.0,2.0,41.63,0.56
ㅇㅇ,climber6845,,1,56,4,0,0,56.0,-24.76,4.0,257.65,0.0,-100.0,0.56
ㅇㅇ,9pes1nmwmbne,,1,41,0,0,0,41.0,-44.91,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,educate8416,,1,55,1,2,0,55.0,-26.1,1.0,-10.59,2.0,41.63,0.56
ㅇㅇ,eyebrow5887,,1,77,1,8,5,77.0,3.46,1.0,-10.59,8.0,466.54,1.46
ㅇㅇ,suhhyun0430,,1,56,0,5,1,56.0,-24.76,0.0,-100.0,5.0,254.09,0.74
감귤조아,moonbriz1,,1,56,4,1,0,56.0,-24.76,4.0,257.65,1.0,-29.18,0.56
ㅇㅇ,royal0237,,1,38,0,1,0,38.0,-48.94,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,sidewalk6485,,1,91,6,10,6,91.0,22.27,6.0,436.47,10.0,608.17,1.64
ㅇㅇ,scary3910,,1,36,0,0,4,36.0,-51.63,0.0,-100.0,0.0,-100.0,1.28
ㅇㅇ,more4296,,1,144,10,8,2,144.0,93.48,10.0,794.11,8.0,466.54,0.92
김민듄,hangukin12345,,1,43,0,2,1,43.0,-42.23,0.0,-100.0,2.0,41.63,0.74
ㅇㅇ,village9472,,1,76,0,1,3,76.0,2.11,0.0,-100.0,1.0,-29.18,1.1
ㅇㅇ,weight6492,,1,57,0,3,4,57.0,-23.42,0.0,-100.0,3.0,112.45,1.28
ㅇㅇ,rural6709,,1,36,0,0,0,36.0,-51.63,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,cable0728,,1,35,0,0,3,35.0,-52.97,0.0,-100.0,0.0,-100.0,1.1
경제천재윤루카스,dkcu888,,1,39,0,0,0,39.0,-47.6,0.0,-100.0,0.0,-100.0,0.56
안녕하세요,chess5615,,1,142,0,0,0,142.0,90.79,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,brain6725,,1,46,2,1,0,46.0,-38.2,2.0,78.82,1.0,-29.18,0.56
ㅇㅇ,sociable2709,,1,45,2,1,0,45.0,-39.54,2.0,78.82,1.0,-29.18,0.56
기계식이좋아요,settle9183,,1,51,0,2,1,51.0,-31.48,0.0,-100.0,2.0,41.63,0.74
ㅇㅇ,223.133,,1,41,1,0,0,41.0,-44.91,1.0,-10.59,0.0,-100.0,0.56
ㅇㅇ,zakans,,1,1086,18,29,3,1086.0,1359.13,18.0,1509.4,29.0,1953.7,1.1
ㅇㅇ,ribbon7979,,1,81,0,3,0,81.0,8.83,0.0,-100.0,3.0,112.45,0.56
유약한하루,ptk711228,,1,54,1,0,0,54.0,-27.45,1.0,-10.59,0.0,-100.0,0.56
ㅇㅇ,hockey8487,,1,161,4,2,0,161.0,116.32,4.0,257.65,2.0,41.63,0.56
ㅇㅇ,hand6508,,1,31,0,0,0,31.0,-58.35,0.0,-100.0,0.0,-100.0,0.56
룰루룰루,compete2925,,1,53,0,0,0,53.0,-28.79,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,unfold2272,,1,111,5,5,0,111.0,49.14,5.0,347.06,5.0,254.09,0.56
ㅇㅇ,ours1993,,1,80,0,3,0,80.0,7.49,0.0,-100.0,3.0,112.45,0.56
반겐,fuckyou253,,1,38,0,0,0,38.0,-48.94,0.0,-100.0,0.0,-100.0,0.56
블리치로수능공부,memory2516,,1,122,0,6,1646,122.0,63.92,0.0,-100.0,6.0,324.9,296.84
ㅇㅇ,crucial9591,,1,56,0,2,0,56.0,-24.76,0.0,-100.0,2.0,41.63,0.56
ㅇㅇ,blast2538,,1,36,0,0,0,36.0,-51.63,0.0,-100.0,0.0,-100.0,0.56
강서구민,spare5304,,1,72,3,4,1,72.0,-3.26,3.0,168.23,4.0,183.27,0.74
ㅇㅇ,diamond2877,,1,36,0,0,1,36.0,-51.63,0.0,-100.0,0.0,-100.0,0.74
ㅇㅇ,cucumber4379,,1,80,2,0,18,80.0,7.49,2.0,78.82,0.0,-100.0,3.8
ㅇㅇ,120.19,,1,79,0,3,0,79.0,6.14,0.0,-100.0,3.0,112.45,0.56
맥주한잔,hole8168,,1,52,0,6,6,52.0,-30.13,0.0,-100.0,6.0,324.9,1.64
ㅇㅇ,space5875,,1,44,0,0,0,44.0,-40.88,0.0,-100.0,0.0,-100.0,0.56
Zyair,zyair,,1,64,0,2,1,64.0,-14.01,0.0,-100.0,2.0,41.63,0.74
61.76,thailand4523,,1,31,0,0,0,31.0,-58.35,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,combat6326,,1,44,0,0,0,44.0,-40.88,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,cruel0206,,1,40,0,0,0,40.0,-46.26,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,paper5565,,1,47,0,0,0,47.0,-36.85,0.0,-100.0,0.0,-100.0,0.56
북극곰귀걸이,pleasant3261,,1,52,3,0,0,52.0,-30.13,3.0,168.23,0.0,-100.0,0.56
ㅇㅇ,portion9785,,1,51,4,0,0,51.0,-31.48,4.0,257.65,0.0,-100.0,0.56
ㅇㅇ,cozy8549,,1,61,0,1,0,61.0,-18.04,0.0,-100.0,1.0,-29.18,0.56
절대형태장갑괴뢰얼티밋궁극메카마루0호기,autumn8450,,1,44,0,0,0,44.0,-40.88,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,review0106,,1,54,2,2,0,54.0,-27.45,2.0,78.82,2.0,41.63,0.56
ㅇㅇ,memorize7892,,1,64,1,1,0,64.0,-14.01,1.0,-10.59,1.0,-29.18,0.56
ㅇㅇ,parent9050,,1,59,0,3,0,59.0,-20.73,0.0,-100.0,3.0,112.45,0.56
꾸까까2,ehdtjd92,,1,57,0,4,0,57.0,-23.42,0.0,-100.0,4.0,183.27,0.56
ㅇㅇ,safety5984,,1,57,0,0,0,57.0,-23.42,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,army4717,,1,40,0,0,0,40.0,-46.26,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,okmunkiok,,1,43,0,0,0,43.0,-42.23,0.0,-100.0,0.0,-100.0,0.56
꾸까까3,ehdtjd93,,1,52,2,0,0,52.0,-30.13,2.0,78.82,0.0,-100.0,0.56
ㅇㅇ,deer0828,,1,232,0,4,2,232.0,211.71,0.0,-100.0,4.0,183.27,0.92
레헬른,exciting1392,,1,66,2,1,0,66.0,-11.32,2.0,78.82,1.0,-29.18,0.56
ㅇㅇ,handicap2114,,1,72,0,2,0,72.0,-3.26,0.0,-100.0,2.0,41.63,0.56
ㅁㅁ,eastern3976,,1,60,2,1,0,60.0,-19.38,2.0,78.82,1.0,-29.18,0.56
ㅇㅇ,rude5477,,1,52,0,2,0,52.0,-30.13,0.0,-100.0,2.0,41.63,0.56
ㅇㅇ,welfare4744,,1,34,0,1,0,34.0,-54.32,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,cord4557,,1,75,0,0,0,75.0,0.77,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,force2002,,1,38,0,0,0,38.0,-48.94,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,mayor3608,,1,50,0,2,2,50.0,-32.82,0.0,-100.0,2.0,41.63,0.92
ㅇㅇ,vengeance0401,,1,34,0,0,7,34.0,-54.32,0.0,-100.0,0.0,-100.0,1.82
애마컨챔,deck8414,,1,61,2,4,0,61.0,-18.04,2.0,78.82,4.0,183.27,0.56
ㅇㅇ,causal6190,,1,42,0,0,0,42.0,-43.57,0.0,-100.0,0.0,-100.0,0.56
광전사김대중,headline2359,,1,57,0,0,0,57.0,-23.42,0.0,-100.0,0.0,-100.0,0.56
JU5T,4xc2cfca32zh,,1,72,0,3,1,72.0,-3.26,0.0,-100.0,3.0,112.45,0.74
ㅇㅇ,correct5421,,1,32,0,0,0,32.0,-57.01,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,grass9195,,1,46,0,0,0,46.0,-38.2,0.0,-100.0,0.0,-100.0,0.56
아켄즈,haircut2202,,1,51,0,1,0,51.0,-31.48,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,betray6482,,1,50,0,0,0,50.0,-32.82,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,bully7689,,1,48,0,0,0,48.0,-35.51,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,moral9147,,1,44,0,0,0,44.0,-40.88,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,idolmaster149,,1,95,5,2,0,95.0,27.64,5.0,347.06,2.0,41.63,0.56
ㅇㅇ,fair4631,,1,70,0,7,4,70.0,-5.95,0.0,-100.0,7.0,395.72,1.28
ㅇㅇ,concert7470,,1,64,7,0,0,64.0,-14.01,7.0,525.88,0.0,-100.0,0.56
ㅇㅇ,mention5708,,1,69,0,6,1,69.0,-7.29,0.0,-100.0,6.0,324.9,0.74
ㅇㅇ,divide8473,,1,84,6,4,0,84.0,12.86,6.0,436.47,4.0,183.27,0.56
