이름,ID/IP,타입,글,조회수,추천,리플,댓글,평균 조회수,조회수 편차율,평균 추천 수,추천 편차율,평균 리플 수,리플 편차율,가중값
ㅇㅇ(sleepy6665),sleepy6665,비고정,1,44,0,3,2,44.0,11.28,0.0,-100.0,3.0,153.04,0.92
음움(unfair0518),unfair0518,비고정,1,40,0,0,0,40.0,1.16,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(faith4769),faith4769,비고정,1,64,1,0,0,64.0,61.86,1.0,32.68,0.0,-100.0,0.56
ㅇㅇ(weekday7991),weekday7991,비고정,1,108,0,3,1,108.0,173.14,0.0,-100.0,3.0,153.04,0.74
ㅇㅇ(vjflwhgdk200),vjflwhgdk200,비고정,1,33,0,0,0,33.0,-16.54,0.0,-100.0,0.0,-100.0,0.56
클리드롤통령,obesity5431,고정,1,60,0,1,0,60.0,51.74,0.0,-100.0,1.0,-15.65,0.56
ㅇㅇ(210.103),210.103,비회원,1,63,0,2,0,63.0,59.33,0.0,-100.0,2.0,68.69,0.56
킬바사,block3108,고정,1,38,0,0,0,38.0,-3.9,0.0,-100.0,0.0,-100.0,0.56
아논도쿄(adverse2530),adverse2530,비고정,1,47,1,1,0,47.0,18.87,1.0,32.68,1.0,-15.65,0.56
Unarchaic(219.254),219.254,비회원,1,32,0,1,0,32.0,-19.07,0.0,-100.0,1.0,-15.65,0.56
ㅇㅇ(active8695),active8695,비고정,1,31,0,0,0,31.0,-21.6,0.0,-100.0,0.0,-100.0,0.56
현역정시설물천,calorie5969,고정,1,162,3,5,1,162.0,309.71,3.0,298.05,5.0,321.73,0.74
ㅇㅇ(125.190),125.190,비회원,1,36,0,0,0,36.0,-8.95,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ1(125.129),125.129,비회원,1,37,0,0,20,37.0,-6.42,0.0,-100.0,0.0,-100.0,4.16
C벌교황,exciting4764,고정,1,29,0,0,0,29.0,-26.66,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(thinking4466),thinking4466,비고정,1,49,0,1,0,49.0,23.92,0.0,-100.0,1.0,-15.65,0.56
ㅇㅇ(110.15),110.15,비회원,1,60,9,0,0,60.0,51.74,9.0,1094.15,0.0,-100.0,0.56
ㅱㅱ,disabled4719,고정,1,43,1,1,0,43.0,8.75,1.0,32.68,1.0,-15.65,0.56
ㅇㅇ(119.59),119.59,비회원,1,41,0,3,1,41.0,3.69,0.0,-100.0,3.0,153.04,0.74
신도림,joj060417,고정,1,39,0,0,0,39.0,-1.37,0.0,-100.0,0.0,-100.0,0.56
fancyha0102,fancyha0102,고정,1,44,0,0,3,44.0,11.28,0.0,-100.0,0.0,-100.0,1.1
설농경꼭간다(toward0545),toward0545,비고정,1,118,0,5,0,118.0,198.43,0.0,-100.0,5.0,321.73,0.56
ㅇㅇ(swing3458),swing3458,비고정,1,87,0,2,0,87.0,120.03,0.0,-100.0,2.0,68.69,0.56
ㅇㅇ(wheel3034),wheel3034,비고정,1,26,0,0,0,26.0,-34.24,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(rich7265),rich7265,비고정,1,34,0,0,0,34.0,-14.01,0.0,-100.0,0.0,-100.0,0.56
SingIeBungle,macaron00,고정,1,40,0,0,0,40.0,1.16,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(211.225),211.225,비회원,1,38,0,1,0,38.0,-3.9,0.0,-100.0,1.0,-15.65,0.56
ㅇㅇ(118.222),118.222,비회원,1,51,0,0,0,51.0,28.98,0.0,-100.0,0.0,-100.0,0.56
김덕순(unify0118),unify0118,비고정,1,50,0,2,1,50.0,26.45,0.0,-100.0,2.0,68.69,0.74
ㅇㅇ(49.167),mwlee2005,고정,1,57,0,2,1,57.0,44.16,0.0,-100.0,2.0,68.69,0.74
ㅇㅇ(125.187),125.187,비회원,1,71,0,1,0,71.0,79.56,0.0,-100.0,1.0,-15.65,0.56
쥐포,gfour0303,고정,1,37,0,0,2,37.0,-6.42,0.0,-100.0,0.0,-100.0,0.92
아후내부,maximum5467,고정,1,62,0,2,0,62.0,56.8,0.0,-100.0,2.0,68.69,0.56
최성,unusual3004,고정,1,200,0,2,27,200.0,405.81,0.0,-100.0,2.0,68.69,5.42
ㅇㅇ(mogallid),mogallid,비고정,1,60,0,0,1,60.0,51.74,0.0,-100.0,0.0,-100.0,0.74
ㅇㅇ(211.213),211.213,비회원,1,34,0,0,1,34.0,-14.01,0.0,-100.0,0.0,-100.0,0.74
ㅇㅇ(211.176),211.176,비회원,1,56,0,4,5,56.0,41.63,0.0,-100.0,4.0,237.38,1.46
ㅇㅇ(121.179),121.179,비회원,1,33,0,0,0,33.0,-16.54,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(182.228),182.228,비회원,1,53,0,1,0,53.0,34.04,0.0,-100.0,1.0,-15.65,0.56
ㅇㅇ(black6928),black6928,비고정,1,59,0,3,2,59.0,49.22,0.0,-100.0,3.0,153.04,0.92
ㅇㅇ(125.186),125.186,비회원,1,51,0,0,0,51.0,28.98,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(newborn3994),newborn3994,비고정,1,57,0,0,4,57.0,44.16,0.0,-100.0,0.0,-100.0,1.28
ㅇㅇ(sensor2590),sensor2590,비고정,1,33,1,0,0,33.0,-16.54,1.0,32.68,0.0,-100.0,0.56
예민한연어,muse2857,고정,1,34,0,1,0,34.0,-14.01,0.0,-100.0,1.0,-15.65,0.56
ㅇㅇ(motive1729),motive1729,비고정,1,31,1,0,0,31.0,-21.6,1.0,32.68,0.0,-100.0,0.56
하나사토며느리(ancestor7799),ancestor7799,비고정,1,40,1,0,7,40.0,1.16,1.0,32.68,0.0,-100.0,1.82
ㅇㅇ(124.59),124.59,비회원,1,58,0,1,0,58.0,46.69,0.0,-100.0,1.0,-15.65,0.56
칼리파,cold6398,고정,1,60,1,1,1,60.0,51.74,1.0,32.68,1.0,-15.65,0.74
ㅇㅇ(182.210),182.210,비회원,1,31,0,0,2,31.0,-21.6,0.0,-100.0,0.0,-100.0,0.92
ㅇㅇ(canadian5768),canadian5768,비고정,1,36,0,0,1,36.0,-8.95,0.0,-100.0,0.0,-100.0,0.74
그리운향나무,deceive3430,고정,1,31,0,0,2,31.0,-21.6,0.0,-100.0,0.0,-100.0,0.92
추석,yunhu1332,고정,1,73,0,6,1,73.0,84.62,0.0,-100.0,6.0,406.07,0.74
PierreGasly,juann0709,고정,1,84,4,1,1,84.0,112.44,4.0,430.73,1.0,-15.65,0.74
ㅇㅇ(sov1226),sov1226,비고정,1,38,0,0,0,38.0,-3.9,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(ancient8860),ancient8860,비고정,1,49,2,0,0,49.0,23.92,2.0,165.37,0.0,-100.0,0.56
ㅇㅇ(mlb299),mlb299,비고정,1,130,0,3,0,130.0,228.78,0.0,-100.0,3.0,153.04,0.56
천공명,seonbe,고정,1,54,0,0,0,54.0,36.57,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(218.158),218.158,비회원,1,80,1,3,0,80.0,102.33,1.0,32.68,3.0,153.04,0.56
ㅇㅇ(mention4040),mention4040,비고정,1,66,1,0,1,66.0,66.92,1.0,32.68,0.0,-100.0,0.74
ㅇㅇ(124.52),124.52,비회원,1,51,0,0,0,51.0,28.98,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(110.10),110.10,비회원,1,92,0,2,0,92.0,132.67,0.0,-100.0,2.0,68.69,0.56
ㅇㅇ(center2761),center2761,비고정,1,56,0,1,0,56.0,41.63,0.0,-100.0,1.0,-15.65,0.56
ㅇㅇ(125.141),125.141,비회원,1,70,0,2,0,70.0,77.04,0.0,-100.0,2.0,68.69,0.56
루꼬(ryuko99),ryuko99,비고정,1,27,0,0,0,27.0,-31.71,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(downward1657),downward1657,비고정,1,79,0,1,0,79.0,99.8,0.0,-100.0,1.0,-15.65,0.56
ㅇㅇ(180.81),180.81,비회원,1,81,0,0,0,81.0,104.86,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(hayakito),hayakito,비고정,1,190,0,1,0,190.0,380.52,0.0,-100.0,1.0,-15.65,0.56
ㅇㅇ(spectrum4364),spectrum4364,비고정,1,50,0,0,0,50.0,26.45,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(sleeping6065),sleeping6065,비고정,1,61,0,0,1,61.0,54.27,0.0,-100.0,0.0,-100.0,0.74
ㅇㅇ(debut7969),debut7969,비고정,1,90,0,2,1,90.0,127.62,0.0,-100.0,2.0,68.69,0.74
ㅇㅇ(prison6401),prison6401,비고정,1,50,0,0,0,50.0,26.45,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(question5870),question5870,비고정,1,45,1,0,0,45.0,13.81,1.0,32.68,0.0,-100.0,0.56
ㅇㅇ(doubt7599),doubt7599,비고정,1,66,2,0,3,66.0,66.92,2.0,165.37,0.0,-100.0,1.1
lbehindl,taekang2253,고정,1,33,0,0,0,33.0,-16.54,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(activate0644),activate0644,비고정,1,51,0,1,1,51.0,28.98,0.0,-100.0,1.0,-15.65,0.74
시즈카짱,burnt1927,고정,1,70,0,1,0,70.0,77.04,0.0,-100.0,1.0,-15.65,0.56
ㅇㅇ(121.171),121.171,비회원,1,34,0,0,5,34.0,-14.01,0.0,-100.0,0.0,-100.0,1.46
냥츄,exotic7913,고정,1,36,0,0,0,36.0,-8.95,0.0,-100.0,0.0,-100.0,0.56
잇테.,talking8298,고정,1,22,0,0,0,22.0,-44.36,0.0,-100.0,0.0,-100.0,0.56
흥신소586,wldlrkdsudwm,고정,1,35,0,0,3,35.0,-11.48,0.0,-100.0,0.0,-100.0,1.1
Wjqm,mock6208,고정,1,73,0,1,0,73.0,84.62,0.0,-100.0,1.0,-15.65,0.56
수시로간다,minimum8461,고정,1,57,1,4,1,57.0,44.16,1.0,32.68,4.0,237.38,0.74
ㅇㅇ(science5205),science5205,비고정,1,80,0,0,0,80.0,102.33,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(211.233),211.233,비회원,1,43,0,0,0,43.0,8.75,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(218.237),218.237,비회원,1,65,0,0,0,65.0,64.39,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(japanese0479),japanese0479,비고정,1,41,0,0,1,41.0,3.69,0.0,-100.0,0.0,-100.0,0.74
vrpip11,shared5833,고정,1,73,2,3,0,73.0,84.62,2.0,165.37,3.0,153.04,0.56
ㅇㅇ(narrate3810),narrate3810,비고정,1,24,0,0,1,24.0,-39.3,0.0,-100.0,0.0,-100.0,0.74
ㅇㅇ(your7802),your7802,비고정,1,60,0,5,0,60.0,51.74,0.0,-100.0,5.0,321.73,0.56
ㅇㅇ(sleeve2699),sleeve2699,비고정,1,86,4,0,1,86.0,117.5,4.0,430.73,0.0,-100.0,0.74
가사이유노,shallow9999,고정,1,153,0,0,0,153.0,286.95,0.0,-100.0,0.0,-100.0,0.56
frenda,frenda515,고정,1,73,0,0,0,73.0,84.62,0.0,-100.0,0.0,-100.0,0.56
공준(rear0358),rear0358,비고정,1,51,0,2,1,51.0,28.98,0.0,-100.0,2.0,68.69,0.74
dciΝcide,rental0294,고정,1,91,0,1,0,91.0,130.15,0.0,-100.0,1.0,-15.65,0.56
두엉이,soxlsoxs,고정,1,87,0,0,0,87.0,120.03,0.0,-100.0,0.0,-100.0,0.56
오늘도충실히,manager8203,고정,1,71,0,1,0,71.0,79.56,0.0,-100.0,1.0,-15.65,0.56
자드가자노,pantum100,고정,1,57,2,3,0,57.0,44.16,2.0,165.37,3.0,153.04,0.56
ㅇㅇ(118.35),118.35,비회원,1,65,1,0,0,65.0,64.39,1.0,32.68,0.0,-100.0,0.56
ㅇㅇ(fierce6419),fierce6419,비고정,1,35,0,1,0,35.0,-11.48,0.0,-100.0,1.0,-15.65,0.56
ㅅㅂㅉ(clip6763),clip6763,비고정,1,97,0,0,0,97.0,145.32,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(kindly7503),kindly7503,비고정,1,47,0,0,0,47.0,18.87,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(lemon3888),lemon3888,비고정,1,26,0,0,0,26.0,-34.24,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(thief0290),thief0290,비고정,1,39,0,0,0,39.0,-1.37,0.0,-100.0,0.0,-100.0,0.56
체니체니(lonely5211),lonely5211,비고정,1,34,0,0,1,34.0,-14.01,0.0,-100.0,0.0,-100.0,0.74
ㅇㅇ(211.63),211.63,비회원,1,50,3,0,0,50.0,26.45,3.0,298.05,0.0,-100.0,0.56
빡갤용고닉(flourish1873),flourish1873,비고정,1,42,1,0,0,42.0,6.22,1.0,32.68,0.0,-100.0,0.56
슈발그량,layer9175,고정,1,44,0,2,0,44.0,11.28,0.0,-100.0,2.0,68.69,0.56
ㅇㅇ(211.194),211.194,비회원,1,66,0,6,2,66.0,66.92,0.0,-100.0,6.0,406.07,0.92
하우루,rent8873,고정,1,85,0,2,1,85.0,114.97,0.0,-100.0,2.0,68.69,0.74
여기어디임,ab3040,고정,1,52,1,1,0,52.0,31.51,1.0,32.68,1.0,-15.65,0.56
ㅇㅇ(flood7938),flood7938,비고정,1,54,4,2,0,54.0,36.57,4.0,430.73,2.0,68.69,0.56
ㅇㅇ(vocation2484),vocation2484,비고정,1,75,6,1,0,75.0,89.68,6.0,696.1,1.0,-15.65,0.56
ㅇㅇ(samuel404100),samuel404100,비고정,1,25,0,0,0,25.0,-36.77,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(climber6845),climber6845,비고정,1,56,4,0,0,56.0,41.63,4.0,430.73,0.0,-100.0,0.56
솔의눈맛(ballet3908),ballet3908,비고정,1,63,0,4,0,63.0,59.33,0.0,-100.0,4.0,237.38,0.56
4TB(jsy1228naver),jsy1228naver,비고정,1,42,2,0,1,42.0,6.22,2.0,165.37,0.0,-100.0,0.74
은들퍼플,family9874,고정,1,94,5,1,0,94.0,137.73,5.0,563.41,1.0,-15.65,0.56
중v,comedy0520,고정,1,67,10,1,0,67.0,69.45,10.0,1226.83,1.0,-15.65,0.56
11월17일,php7475,고정,1,85,5,1,0,85.0,114.97,5.0,563.41,1.0,-15.65,0.56
ㅇㅇ(211.247),211.247,비회원,1,41,0,0,0,41.0,3.69,0.0,-100.0,0.0,-100.0,0.56
최한규,hanger2861,고정,1,31,0,0,0,31.0,-21.6,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(teenager4671),teenager4671,비고정,1,46,1,0,1,46.0,16.34,1.0,32.68,0.0,-100.0,0.74
ㅇㅇ(minami545),minami545,비고정,1,36,0,0,0,36.0,-8.95,0.0,-100.0,0.0,-100.0,0.56
대메갓,harbor3795,고정,1,39,2,0,4,39.0,-1.37,2.0,165.37,0.0,-100.0,1.28
ㅇㅇ(220.65),220.65,비회원,1,43,0,0,2,43.0,8.75,0.0,-100.0,0.0,-100.0,0.92
ㅇㅇ(125.132),125.132,비회원,1,38,3,0,0,38.0,-3.9,3.0,298.05,0.0,-100.0,0.56
ㅇㅇ(bandage4186),bandage4186,비고정,1,43,1,0,0,43.0,8.75,1.0,32.68,0.0,-100.0,0.56
ㅇㅇ(125.251),125.251,비회원,1,90,9,1,0,90.0,127.62,9.0,1094.15,1.0,-15.65,0.56
ㅇㅇ(210.178),210.178,비회원,1,46,0,0,0,46.0,16.34,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(9pes1nmwmbne),9pes1nmwmbne,비고정,1,41,0,0,0,41.0,3.69,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(182.213),182.213,비회원,1,36,3,0,1,36.0,-8.95,3.0,298.05,0.0,-100.0,0.74
SEΧ(estate6324),estate6324,비고정,1,41,1,0,0,41.0,3.69,1.0,32.68,0.0,-100.0,0.56
02년생정시준비,sky72sky,고정,1,67,2,2,1,67.0,69.45,2.0,165.37,2.0,68.69,0.74
ㅇㅇ(sidewalk6485),sidewalk6485,비고정,1,90,6,10,5,90.0,127.62,6.0,696.1,10.0,743.45,1.46
ㅇㅇ(yyy1701),yyy1701,비고정,1,128,0,2,0,128.0,223.72,0.0,-100.0,2.0,68.69,0.56
ㅇㅇ(36.39),36.39,비회원,1,41,0,0,0,41.0,3.69,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(211.33),211.33,비회원,1,58,1,0,1,58.0,46.69,1.0,32.68,0.0,-100.0,0.74
ㅇㅇ(flqnxm00),flqnxm00,비고정,1,59,0,1,1,59.0,49.22,0.0,-100.0,1.0,-15.65,0.74
ㅇㅇ(educate8416),educate8416,비고정,1,55,1,2,0,55.0,39.1,1.0,32.68,2.0,68.69,0.56
ㅇㅇ(pale5161),pale5161,비고정,1,191,1,4,2,191.0,383.05,1.0,32.68,4.0,237.38,0.92
ㅇㅇ(royal0237),royal0237,비고정,1,37,0,1,0,37.0,-6.42,0.0,-100.0,1.0,-15.65,0.56
ㅇㅇ(rural6709),rural6709,비고정,1,36,0,0,0,36.0,-8.95,0.0,-100.0,0.0,-100.0,0.56
감귤조아,moonbriz1,고정,1,56,4,1,0,56.0,41.63,4.0,430.73,1.0,-15.65,0.56
ㅇㅇ(eyebrow5887),eyebrow5887,비고정,1,75,1,8,5,75.0,89.68,1.0,32.68,8.0,574.76,1.46
ㅇㅇ(scary3910),scary3910,비고정,1,36,0,0,0,36.0,-8.95,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(update8607),update8607,비고정,1,39,0,0,0,39.0,-1.37,0.0,-100.0,0.0,-100.0,0.56
박원순여비서,vacuum7838,고정,1,41,1,2,0,41.0,3.69,1.0,32.68,2.0,68.69,0.56
ㅇㅇ(suhhyun0430),suhhyun0430,비고정,1,56,0,5,1,56.0,41.63,0.0,-100.0,5.0,321.73,0.74
김민듄,hangukin12345,고정,1,43,0,2,1,43.0,8.75,0.0,-100.0,2.0,68.69,0.74
ㅇㅇ(more4296),more4296,비고정,1,143,10,8,2,143.0,261.66,10.0,1226.83,8.0,574.76,0.92
ㅇㅇ(either2118),either2118,비고정,1,22,0,0,0,22.0,-44.36,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(cable0728),cable0728,비고정,1,35,0,0,2,35.0,-11.48,0.0,-100.0,0.0,-100.0,0.92
게이남(211.235),211.235,비회원,1,99,2,5,0,99.0,150.38,2.0,165.37,5.0,321.73,0.56
경제천재윤루카스(dkcu888),dkcu888,비고정,1,39,0,0,0,39.0,-1.37,0.0,-100.0,0.0,-100.0,0.56
이브이가되고싶어,preserve8233,고정,1,83,0,8,3,83.0,109.91,0.0,-100.0,8.0,574.76,1.1
ㅇㅇ(weight6492),weight6492,비고정,1,56,0,5,4,56.0,41.63,0.0,-100.0,5.0,321.73,1.28
이유빈(orient0806),orient0806,비고정,1,43,0,0,0,43.0,8.75,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(gonchi53),gonchi53,비고정,1,51,0,5,6,51.0,28.98,0.0,-100.0,5.0,321.73,1.64
ㄱㄱㄱ(211.235),211.235,비회원,1,85,2,3,0,85.0,114.97,2.0,165.37,3.0,153.04,0.56
ㅇㅇ(your4663),your4663,비고정,1,57,0,3,1,57.0,44.16,0.0,-100.0,3.0,153.04,0.74
윤1석1열(112.165),112.165,비회원,1,43,2,0,0,43.0,8.75,2.0,165.37,0.0,-100.0,0.56
신키치,modest0886,고정,1,42,0,0,0,42.0,6.22,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(116.122),116.122,비회원,1,49,1,1,0,49.0,23.92,1.0,32.68,1.0,-15.65,0.56
ㅇㅇ(tongue1629),tongue1629,비고정,1,58,5,3,6,58.0,46.69,5.0,563.41,3.0,153.04,1.64
ㅇㅇ(212.102),212.102,비회원,1,23,0,0,0,23.0,-41.83,0.0,-100.0,0.0,-100.0,0.56
팝핀퓨,dream3186,고정,1,68,0,7,3,68.0,71.98,0.0,-100.0,7.0,490.42,1.1
ㅇㅇ(182.216),182.216,비회원,1,72,1,2,0,72.0,82.09,1.0,32.68,2.0,68.69,0.56
ㅇㅇ(frowning4669),frowning4669,비고정,1,48,2,0,0,48.0,21.4,2.0,165.37,0.0,-100.0,0.56
안녕하세요(chess5615),chess5615,비고정,1,131,0,0,0,131.0,231.31,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(sneaker0142),sneaker0142,비고정,1,26,0,0,0,26.0,-34.24,0.0,-100.0,0.0,-100.0,0.56
ㅇㄲ(211.235),211.235,비회원,1,67,0,2,0,67.0,69.45,0.0,-100.0,2.0,68.69,0.56
ㅇㅇ(brain6725),brain6725,비고정,1,46,2,1,0,46.0,16.34,2.0,165.37,1.0,-15.65,0.56
미치(port1248),port1248,비고정,1,37,0,0,0,37.0,-6.42,0.0,-100.0,0.0,-100.0,0.56
Bamman,locker5355,고정,1,78,0,10,4,78.0,97.27,0.0,-100.0,10.0,743.45,1.28
ㅇㅇ(mke223),mke223,비고정,1,91,0,6,4,91.0,130.15,0.0,-100.0,6.0,406.07,1.28
ㅇㅇ(village9472),village9472,비고정,1,72,0,1,1,72.0,82.09,0.0,-100.0,1.0,-15.65,0.74
ㅇㅇ(melt8432),melt8432,비고정,1,27,0,0,0,27.0,-31.71,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(125.179),125.179,비회원,1,52,0,1,1,52.0,31.51,0.0,-100.0,1.0,-15.65,0.74
ㅇㅇ(sociable2709),sociable2709,비고정,1,44,2,1,0,44.0,11.28,2.0,165.37,1.0,-15.65,0.56
ㅇㅇ(223.133),223.133,비회원,1,39,1,0,0,39.0,-1.37,1.0,32.68,0.0,-100.0,0.56
ㅇㅇ(218.153),218.153,비회원,1,1619,26,15,1,1619.0,3994.57,26.0,3349.76,15.0,1165.18,0.74
ㅇㅇ(bowling0059),bowling0059,비고정,1,176,0,4,1,176.0,345.12,0.0,-100.0,4.0,237.38,0.74
단쿠,punch5411,고정,1,36,0,0,0,36.0,-8.95,0.0,-100.0,0.0,-100.0,0.56
슈바인슈타이거,counter2230,고정,1,72,0,1,0,72.0,82.09,0.0,-100.0,1.0,-15.65,0.56
기계식이좋아요,settle9183,고정,1,49,0,2,1,49.0,23.92,0.0,-100.0,2.0,68.69,0.74
ㅇㅇ(ribbon7979),ribbon7979,비고정,1,79,0,3,0,79.0,99.8,0.0,-100.0,3.0,153.04,0.56
ㅇㅇ(zakans),zakans,비고정,1,1079,18,29,3,1079.0,2628.87,18.0,2288.29,29.0,2346.01,1.1
국립아이숑대학병원(106.254),106.254,비회원,1,56,1,3,1,56.0,41.63,1.0,32.68,3.0,153.04,0.74
ㅇㅇ(210.94),210.94,비회원,1,1788,60,10,0,1788.0,4421.98,60.0,7860.98,10.0,743.45,0.56
ㅇㅇ(rival9983),rival9983,비고정,1,85,0,0,0,85.0,114.97,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(unfold2272),unfold2272,비고정,1,111,5,5,0,111.0,180.73,5.0,563.41,5.0,321.73,0.56
ㅇㅇ(hockey8487),hockey8487,비고정,1,160,4,2,0,160.0,304.65,4.0,430.73,2.0,68.69,0.56
ㅇㅇ(165.246),165.246,비회원,1,82,2,10,0,82.0,107.38,2.0,165.37,10.0,743.45,0.56
ㅇㅇ(cpflqmffk),cpflqmffk,비고정,1,43,0,2,0,43.0,8.75,0.0,-100.0,2.0,68.69,0.56
외탈넘친구(211.169),211.169,비회원,1,44,3,0,0,44.0,11.28,3.0,298.05,0.0,-100.0,0.56
유약한하루,ptk711228,고정,1,53,1,0,0,53.0,34.04,1.0,32.68,0.0,-100.0,0.56
ㅇㅇ(tilman),tilman,비고정,1,65,0,2,0,65.0,64.39,0.0,-100.0,2.0,68.69,0.56
ㅇㅇ(cozy0008),cozy0008,비고정,1,27,0,0,0,27.0,-31.71,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(hand6508),hand6508,비고정,1,29,0,0,0,29.0,-26.66,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ(approval8147),approval8147,비고정,1,73,0,5,2,73.0,84.62,0.0,-100.0,5.0,321.73,0.92
목록(detach5457),detach5457,비고정,1,49,0,2,1,49.0,23.92,0.0,-100.0,2.0,68.69,0.74
ㅇㅇ(116.42),116.42,비회원,1,32,0,0,0,32.0,-19.07,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ2(49.142),49.142,비회원,0,0,0,0,56,0.0,-100.0,0.0,-100.0,0.0,-100.0,10.08
ㅇㅇ3(125.128),125.128,비회원,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
ㅇㅇ1(121.177),121.177,비회원,0,0,0,0,2109,0.0,-100.0,0.0,-100.0,0.0,-100.0,379.62
ㅇㅇ2(121.177),121.177,비회원,0,0,0,0,454,0.0,-100.0,0.0,-100.0,0.0,-100.0,81.72
ㅇㅇ1(175.197),175.197,비회원,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ1(218.49),218.49,비회원,0,0,0,0,276,0.0,-100.0,0.0,-100.0,0.0,-100.0,49.68
ㅇㅇ1(112.167),112.167,비회원,0,0,0,0,99,0.0,-100.0,0.0,-100.0,0.0,-100.0,17.82
윤허브,stay1982,고정,0,0,0,0,295,0.0,-100.0,0.0,-100.0,0.0,-100.0,53.1
블리치로수능공부,memory2516,고정,0,0,0,0,321,0.0,-100.0,0.0,-100.0,0.0,-100.0,57.78
ㅇㅇ1(116.41),116.41,비회원,0,0,0,0,110,0.0,-100.0,0.0,-100.0,0.0,-100.0,19.8
성혜(211.213),211.213,비고정,0,0,0,0,60,0.0,-100.0,0.0,-100.0,0.0,-100.0,10.8
하나이치(abandon1422),abandon1422,비회원,0,0,0,0,10,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.8
파워파워파워,chai12341735,고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(182.230),182.230,비회원,0,0,0,0,270,0.0,-100.0,0.0,-100.0,0.0,-100.0,48.6
ㅇㅇ(nothing1219),nothing1219,비고정,0,0,0,0,204,0.0,-100.0,0.0,-100.0,0.0,-100.0,36.72
ㅇㅇ1(121.173),121.173,비회원,0,0,0,0,10,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.8
ㅇㅇ3(210.100),210.100,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(210.96),210.96,비회원,0,0,0,0,143,0.0,-100.0,0.0,-100.0,0.0,-100.0,25.74
채원요정엄마(112.166),112.166,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(180.229),180.229,비회원,0,0,0,0,389,0.0,-100.0,0.0,-100.0,0.0,-100.0,70.02
ㅇㅇ1(14.46),14.46,비회원,0,0,0,0,80,0.0,-100.0,0.0,-100.0,0.0,-100.0,14.4
해피신디사이저,reply4367,고정,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ(soil2362),soil2362,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(112.144),112.144,비회원,0,0,0,0,22,0.0,-100.0,0.0,-100.0,0.0,-100.0,3.96
ㅇㅇ1(115.160),115.160,비회원,0,0,0,0,14,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.52
ㅇㅇ1(49.142),49.142,비회원,0,0,0,0,341,0.0,-100.0,0.0,-100.0,0.0,-100.0,61.38
ㅇㅇ1(182.224),182.224,비회원,0,0,0,0,8,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.44
